geometry,original_line_id,type,censored,f_set,length,id,b_group
"LINESTRING Z (-24.672667093838744 5.7767470317566945 0, -24.17437175491785 6.409676976548796 0)",183,fracture,0,1,0.8055424009975022,,-9999
"LINESTRING Z (-24.17437175491785 6.409676976548796 0, -23.126021800194938 7.741281001588471 0)",184,fracture,0,1,1.694758657469965,,-9999
"LINESTRING Z (-23.126021800194938 7.741281001588471 0, -21.967608515471724 9.212686409341439 0)",185,fracture,0,1,1.8726866294679152,,-9999
"LINESTRING Z (-21.967608515471724 9.212686409341439 0, -20.903930898675934 10.563759483260018 0)",186,fracture,0,1,1.7195372992581959,,-9999
"LINESTRING Z (-20.903930898675934 10.563759483260018 0, -19.932174734165304 11.798074812974018 0)",187,fracture,0,1,1.570937419641977,,-9999
"LINESTRING Z (-19.932174734165304 11.798074812974018 0, -18.292443395626485 13.880845781337442 0)",188,fracture,0,1,2.650783614187288,,-9999
"LINESTRING Z (-18.292443395626485 13.880845781337442 0, -17.633630187323746 14.717663979280807 0)",189,fracture,0,1,1.0650349946566686,,-9999
"LINESTRING Z (-17.633630187323746 14.717663979280807 0, -16.53264683237987 16.116122442831223 0)",190,fracture,0,1,1.7798456175014896,,-9999
"LINESTRING Z (-16.53264683237987 16.116122442831223 0, -16.029034401022592 16.75580610727381 0)",191,fracture,0,1,0.8141379929546866,,-9999
"LINESTRING Z (-16.029034401022592 16.75580610727381 0, -15.413285041167732 17.537925019288313 0)",192,fracture,0,1,0.9954181366101486,,-9999
"LINESTRING Z (-15.413285041167732 17.537925019288313 0, -13.168241635705604 20.38955755061447 0)",193,fracture,0,1,3.6293288616666604,,-9999
"LINESTRING Z (-13.168241635705604 20.38955755061447 0, -9.326877758937394 25.26882098445375 0)",194,fracture,0,1,6.209934628523941,,-9999
"LINESTRING Z (-9.326877758937394 25.26882098445375 0, -9.270350266520076 25.340621661402512 0, -9.255800541221186 25.359102582476567 0)",195,fracture,0,1,0.11490316714447286,,-9999
"LINESTRING Z (-9.255800541221186 25.359102582476567 0, -8.883063948713797 25.832549015727565 0)",196,fracture,0,1,0.602564596165516,,-9999
"LINESTRING Z (-8.883063948713797 25.832549015727565 0, -8.133090562823037 26.78515799408034 0)",197,fracture,0,1,1.2124042004145184,,-9999
"LINESTRING Z (-8.133090562823037 26.78515799408034 0, -7.278261923546867 27.870953106343404 0)",198,fracture,0,1,1.3819128150289033,,-9999
"LINESTRING Z (-7.278261923546867 27.870953106343404 0, -5.701757541311201 29.873413803193973 0)",199,fracture,0,1,2.548571150593902,,-9999
"LINESTRING Z (-5.701757541311201 29.873413803193973 0, -1.5311946894801693 35.17082260753452 0)",200,fracture,0,1,6.742116473436047,,-9999
"LINESTRING Z (-1.5311946894801693 35.17082260753452 0, -0.8703151591761196 36.01026542780135 0)",201,fracture,0,1,1.0683754031577266,,-9999
"LINESTRING Z (-0.8703151591761196 36.01026542780135 0, 1.9663700133122217 39.61339563869952 0)",202,fracture,0,1,4.585774752918237,,-9999
"LINESTRING Z (1.9663700133122217 39.61339563869952 0, 2.4848920407979818 40.27201732868115 0)",203,fracture,0,1,0.8382407908842189,,-9999
"LINESTRING Z (2.4848920407979818 40.27201732868115 0, 3.6100422175709443 41.7011722567805 0)",204,fracture,0,1,1.818913612243003,,-9999
"LINESTRING Z (3.6100422175709443 41.7011722567805 0, 4.217529927462008 42.47279730050637 0)",205,fracture,0,1,0.9820623838502519,,-9999
"LINESTRING Z (4.217529927462008 42.47279730050637 0, 4.47948544202337 42.805530674509754 0)",206,fracture,0,1,0.4234763154944825,,-9999
"LINESTRING Z (4.47948544202337 42.805530674509754 0, 4.958484641311462 43.413950848411886 0)",207,fracture,0,1,0.774348333070934,,-9999
"LINESTRING Z (4.958484641311462 43.413950848411886 0, 5.2961386278695395 43.84283569315848 0)",208,fracture,0,1,0.5458501852082399,,-9999
"LINESTRING Z (5.2961386278695395 43.84283569315848 0, 5.303175523642461 43.851773890458716 0, 5.656305157400743 44.30031575336899 0)",209,fracture,0,1,0.5822438788727339,,-9999
"LINESTRING Z (5.656305157400743 44.30031575336899 0, 5.872251486981949 44.57460870332088 0)",210,fracture,0,1,0.349098037308866,,-9999
"LINESTRING Z (5.872251486981949 44.57460870332088 0, 6.308047488182524 45.12815259072274 0)",211,fracture,0,1,0.7045062029126359,,-9999
"LINESTRING Z (6.308047488182524 45.12815259072274 0, 6.761065996479674 45.70357234091999 0)",212,fracture,0,1,0.7323480441544438,,-9999
"LINESTRING Z (6.761065996479674 45.70357234091999 0, 7.323475050596352 46.41793890983778 0)",213,fracture,1,1,0.9091883957353345,,-9999
"LINESTRING Z (13.999388634215729 54.89762010667081 0, 14.219249981388772 55.1768858742967 0)",214,fracture,1,1,0.3554270402606218,,-9999
"LINESTRING Z (22.258973115132868 65.38886483882852 0, 22.7290533364187 65.98595621269251 0)",215,fracture,1,1,0.7599299462364438,,-9999
"LINESTRING Z (-59.26560530384758 -43.111634404272245 0, -58.20536794985566 -41.7649311190642 0)",216,fracture,1,1,1.7139757831398656,,-9999
"LINESTRING Z (-58.20536794985566 -41.7649311190642 0, -57.870432705242024 -41.33949959417512 0)",217,fracture,0,1,0.5414550770413408,,-9999
"LINESTRING Z (-57.870432705242024 -41.33949959417512 0, -55.97712534790736 -38.934638806700356 0)",218,fracture,0,1,3.060713667834893,,-9999
"LINESTRING Z (-55.97712534790736 -38.934638806700356 0, -46.70625411129462 -27.158867368277356 0)",219,fracture,0,1,14.987256134991233,,-9999
"LINESTRING Z (-46.70625411129462 -27.158867368277356 0, -43.05492411088259 -22.520983135638748 0)",220,fracture,0,1,5.902726567211693,,-9999
"LINESTRING Z (-43.05492411088259 -22.520983135638748 0, -42.06477319858913 -21.263302974289225 0)",221,fracture,0,1,1.6006743008394086,,-9999
"LINESTRING Z (-42.06477319858913 -21.263302974289225 0, -42.05887144751984 -21.25580662686894 0, -41.98702896542846 -21.16455299740031 0)",222,fracture,0,1,0.12568103964123659,,-9999
"LINESTRING Z (-41.98702896542846 -21.16455299740031 0, -39.066766202015856 -17.45526333471176 0)",223,fracture,0,1,4.720885977134202,,-9999
"LINESTRING Z (-39.066766202015856 -17.45526333471176 0, -39.027065504405336 -17.404835890615548 0, -35.89507796082003 -13.42661544941312 0)",224,fracture,0,1,5.127339474138713,,-9999
"LINESTRING Z (-35.89507796082003 -13.42661544941312 0, -28.653842486111987 -4.2288678261684325 0)",225,fracture,0,1,11.706154472800772,,-9999
"LINESTRING Z (-28.653842486111987 -4.2288678261684325 0, -28.54041113459814 -4.084788414936473 0, -28.21177337101234 -3.667355889853225 0)",226,fracture,0,1,0.7146472956287158,,-9999
"LINESTRING Z (-28.21177337101234 -3.667355889853225 0, -28.125091962695127 -3.5572539990759053 0)",227,fracture,0,1,0.14012884392799582,,-9999
"LINESTRING Z (-28.125091962695127 -3.5572539990759053 0, -26.34534856792966 -1.2966410641195905 0)",228,fracture,0,1,2.877126586179885,,-9999
"LINESTRING Z (-26.34534856792966 -1.2966410641195905 0, -25.46433715271857 -0.1775888418003137 0)",229,fracture,0,1,1.4242397937180225,,-9999
"LINESTRING Z (-25.46433715271857 -0.1775888418003137 0, -24.74500708930396 0.7360972831999139 0)",230,fracture,0,1,1.162866318692737,,-9999
"LINESTRING Z (-24.74500708930396 0.7360972831999139 0, -24.320277400504438 1.2755848470724007 0)",231,fracture,0,1,0.6866164432350936,,-9999
"LINESTRING Z (-24.320277400504438 1.2755848470724007 0, -22.194402515019146 3.9758506709891823 0)",232,fracture,0,1,3.4366814732456774,,-9999
"LINESTRING Z (-22.194402515019146 3.9758506709891823 0, -21.669034842010824 4.643167634043293 0)",233,fracture,0,1,0.8493074361042295,,-9999
"LINESTRING Z (-21.669034842010824 4.643167634043293 0, -20.78168521341119 5.770270594021044 0)",234,fracture,0,1,1.4344861260278943,,-9999
"LINESTRING Z (-20.78168521341119 5.770270594021044 0, -19.42306344518866 7.495978891065635 0)",235,fracture,0,1,2.1963429230374425,,-9999
"LINESTRING Z (-19.42306344518866 7.495978891065635 0, -18.395207519561144 8.80155159754631 0)",236,fracture,0,1,1.6616280858708643,,-9999
"LINESTRING Z (-18.395207519561144 8.80155159754631 0, -17.74344108011758 9.629419057490274 0)",237,fracture,0,1,1.0536432141949248,,-9999
"LINESTRING Z (-17.74344108011758 9.629419057490274 0, -15.791934746333592 12.108203624847869 0)",238,fracture,0,1,3.154797917802217,,-9999
"LINESTRING Z (-15.791934746333592 12.108203624847869 0, -14.142468354644018 14.203339964050603 0)",239,fracture,0,1,2.666521265087015,,-9999
"LINESTRING Z (-14.142468354644018 14.203339964050603 0, -13.52572097159602 14.986726555521834 0)",240,fracture,0,1,0.9970315372110697,,-9999
"LINESTRING Z (-13.52572097159602 14.986726555521834 0, -13.076920031698194 15.556789190920618 0)",241,fracture,0,1,0.725529938686874,,-9999
"LINESTRING Z (-13.076920031698194 15.556789190920618 0, -12.053362498987118 16.856902120078892 0)",242,fracture,0,1,1.654679319788004,,-9999
"LINESTRING Z (-12.053362498987118 16.856902120078892 0, -10.560340071547035 18.753324841229485 0)",243,fracture,0,1,2.413614531389654,,-9999
"LINESTRING Z (-10.560340071547035 18.753324841229485 0, -8.884902252793822 20.88144983718578 0)",244,fracture,0,1,2.7085065779729067,,-9999
"LINESTRING Z (-8.884902252793822 20.88144983718578 0, -7.874096888408425 22.165365084840893 0)",245,fracture,0,1,1.6340642116610915,,-9999
"LINESTRING Z (-7.874096888408425 22.165365084840893 0, -7.358526210975298 22.8202379983842 0)",246,fracture,0,1,0.8334696493103717,,-9999
"LINESTRING Z (-7.358526210975298 22.8202379983842 0, -6.799542962558741 23.530253141865536 0)",247,fracture,0,1,0.9036502509174376,,-9999
"LINESTRING Z (-6.799542962558741 23.530253141865536 0, -6.774512827708339 23.56204617830716 0, -5.5957701904532025 25.05927373403276 0)",248,fracture,0,1,1.9460146089210284,,-9999
"LINESTRING Z (-5.5957701904532025 25.05927373403276 0, -4.5816719140711015 26.347371606820975 0)",249,fracture,0,1,1.6393875210098037,,-9999
"LINESTRING Z (-4.5816719140711015 26.347371606820975 0, -2.983178482390837 28.377762582692696 0)",250,fracture,0,1,2.5841185665573225,,-9999
"LINESTRING Z (-2.983178482390837 28.377762582692696 0, -0.8857747354746415 31.041864640354447 0)",251,fracture,0,1,3.3906551359900448,,-9999
"LINESTRING Z (-0.8857747354746415 31.041864640354447 0, 0.6276251603399324 32.96417062575792 0)",252,fracture,0,1,2.4465566713586653,,-9999
"LINESTRING Z (0.6276251603399324 32.96417062575792 0, 3.2063797648639443 36.23967991109135 0)",253,fracture,0,1,4.168805151198517,,-9999
"LINESTRING Z (3.2063797648639443 36.23967991109135 0, 4.166918734000895 37.459747267175985 0)",254,fracture,0,1,1.5528037431092265,,-9999
"LINESTRING Z (4.166918734000895 37.459747267175985 0, 4.23253192222138 37.543088507509395 0)",255,fracture,0,1,0.10607003728088428,,-9999
"LINESTRING Z (4.23253192222138 37.543088507509395 0, 4.233906295861257 37.54483422368225 0, 4.844375510004666 38.32024634542077 0)",256,fracture,0,1,0.9891040799322419,,-9999
"LINESTRING Z (4.844375510004666 38.32024634542077 0, 5.9694945117134 39.74936167525351 0)",257,fracture,0,1,1.818863214749531,,-9999
"LINESTRING Z (5.9694945117134 39.74936167525351 0, 6.097975986022474 39.91255760764444 0)",258,fracture,0,1,0.20770267593263556,,-9999
"LINESTRING Z (6.097975986022474 39.91255760764444 0, 6.576876700587768 40.520852687199316 0)",259,fracture,0,1,0.7741891230324954,,-9999
"LINESTRING Z (6.576876700587768 40.520852687199316 0, 7.3523413193993505 41.505840384325985 0)",260,fracture,0,1,1.2536132332260588,,-9999
"LINESTRING Z (7.3523413193993505 41.505840384325985 0, 7.748273890321903 42.00875012616322 0)",261,fracture,0,1,0.6400631290366108,,-9999
"LINESTRING Z (7.748273890321903 42.00875012616322 0, 8.038508802912167 42.37740371943245 0)",262,fracture,0,1,0.46919268570235934,,-9999
"LINESTRING Z (8.038508802912167 42.37740371943245 0, 8.760533703616405 43.294512800827654 0)",263,fracture,0,1,1.1672227826831165,,-9999
"LINESTRING Z (8.760533703616405 43.294512800827654 0, 9.249904353464498 43.91610669143477 0)",264,fracture,0,1,0.7911147816675124,,-9999
"LINESTRING Z (9.249904353464498 43.91610669143477 0, 9.811341177367344 44.629238342889956 0)",265,fracture,0,1,0.9076166919693117,,-9999
"LINESTRING Z (9.811341177367344 44.629238342889956 0, 10.59483866114729 45.62442930780548 0)",266,fracture,0,1,1.2665991330089381,,-9999
"LINESTRING Z (10.59483866114729 45.62442930780548 0, 11.1627910445374 46.345836960227274 0)",267,fracture,0,1,0.9181497213261212,,-9999
"LINESTRING Z (11.1627910445374 46.345836960227274 0, 11.863543472670017 47.23592595165032 0)",268,fracture,0,1,1.132833782240916,,-9999
"LINESTRING Z (11.863543472670017 47.23592595165032 0, 12.140948642482776 47.58828332909412 0)",269,fracture,0,1,0.448452171003681,,-9999
"LINESTRING Z (12.140948642482776 47.58828332909412 0, 13.297162896808556 49.05689554959581 0)",270,fracture,0,1,1.8691316850647588,,-9999
"LINESTRING Z (13.297162896808556 49.05689554959581 0, 14.163794033211241 50.1576820801428 0)",271,fracture,0,1,1.4009926882094315,,-9999
"LINESTRING Z (14.163794033211241 50.1576820801428 0, 14.686521089067568 50.82164495669904 0)",272,fracture,0,1,0.8450386241877123,,-9999
"LINESTRING Z (14.686521089067568 50.82164495669904 0, 15.131043446831292 51.38627297824052 0)",273,fracture,0,1,0.7186131986414294,,-9999
"LINESTRING Z (15.131043446831292 51.38627297824052 0, 16.935974758765 53.678879363220354 0)",274,fracture,0,1,2.917845279868183,,-9999
"LINESTRING Z (16.935974758765 53.678879363220354 0, 19.20765515802687 56.564345947764046 0)",275,fracture,0,1,3.6723901272752624,,-9999
"LINESTRING Z (19.20765515802687 56.564345947764046 0, 20.09396117135091 57.69012331766063 0)",276,fracture,0,1,1.4327990214351822,,-9999
"LINESTRING Z (20.09396117135091 57.69012331766063 0, 20.216722969927197 57.846054172971726 0, 20.223121256686337 57.85418121524749 0, 20.223234228041633 57.854324710375955 0)",277,fracture,0,1,0.20898234508162736,,-9999
"LINESTRING Z (20.223234228041633 57.854324710375955 0, 21.168333133971824 59.05478024674298 0)",278,fracture,0,1,1.527843394063895,,-9999
"LINESTRING Z (21.168333133971824 59.05478024674298 0, 21.385071806559235 59.33007962315725 0)",279,fracture,0,1,0.35037893608069715,,-9999
"LINESTRING Z (21.385071806559235 59.33007962315725 0, 22.067283084540517 60.19661782406503 0)",280,fracture,0,1,1.102860227516315,,-9999
"LINESTRING Z (22.067283084540517 60.19661782406503 0, 22.164532410203826 60.32014298176858 0)",281,fracture,0,1,0.15721290000396376,,-9999
"LINESTRING Z (22.164532410203826 60.32014298176858 0, 23.03856757797252 61.430334041713486 0)",282,fracture,1,1,1.4129620179176907,,-9999
"LINESTRING Z (23.54716163542575 62.07634531968887 0, 29.38189202999848 69.4875637238409 0)",283,fracture,1,1,9.432403564913491,,-9999
"LINESTRING Z (-57.42184787083312 -45.718475636276835 0, -55.405624497244574 -43.15748810768081 0)",284,fracture,1,1,3.2594192448700334,,-9999
"LINESTRING Z (-55.405624497244574 -43.15748810768081 0, -54.19537870117179 -41.62024554275523 0)",285,fracture,0,1,1.9564788755135678,,-9999
"LINESTRING Z (-54.19537870117179 -41.62024554275523 0, -53.288898593738935 -40.46884323264111 0)",286,fracture,0,1,1.465412387318874,,-9999
"LINESTRING Z (-53.288898593738935 -40.46884323264111 0, -50.53051825056184 -36.96517506246813 0)",287,fracture,0,1,4.4591874556144315,,-9999
"LINESTRING Z (-50.53051825056184 -36.96517506246813 0, -50.125517916072994 -36.450747534600964 0)",288,fracture,0,1,0.6547220420633464,,-9999
"LINESTRING Z (-50.125517916072994 -36.450747534600964 0, -44.06450219977481 -28.752103692159423 0)",289,fracture,0,1,9.798215578664141,,-9999
"LINESTRING Z (-44.06450219977481 -28.752103692159423 0, -41.91302085738404 -26.019312793072153 0, -41.903193892387485 -26.006830676690708 0)",290,fracture,0,1,3.49396301197396,,-9999
"LINESTRING Z (-41.903193892387485 -26.006830676690708 0, -40.34693094641234 -24.030080457410797 0)",291,fracture,0,1,2.515848919636949,,-9999
"LINESTRING Z (-40.34693094641234 -24.030080457410797 0, -39.49318968711959 -22.945666524739657 0)",292,fracture,0,1,1.3801549605714805,,-9999
"LINESTRING Z (-39.49318968711959 -22.945666524739657 0, -33.29849111437189 -15.077220004361225 0)",293,fracture,0,1,10.01432678971771,,-9999
"LINESTRING Z (-33.29849111437189 -15.077220004361225 0, -29.39026164633259 -10.113024539884538 0)",294,fracture,0,1,6.318029295942024,,-9999
"LINESTRING Z (-29.39026164633259 -10.113024539884538 0, -25.665622318135124 -5.382023504491033 0)",295,fracture,0,1,6.021238155234327,,-9999
"LINESTRING Z (-25.665622318135124 -5.382023504491033 0, -23.0345491030807 -2.0400596234828314 0)",296,fracture,0,1,4.253383223381151,,-9999
"LINESTRING Z (-23.0345491030807 -2.0400596234828314 0, -22.319121324886268 -1.1313301436206369 0)",297,fracture,0,1,1.1565578988458967,,-9999
"LINESTRING Z (-22.319121324886268 -1.1313301436206369 0, -21.750507563236734 -0.4090824148976511 0)",298,fracture,0,1,0.9192189029729232,,-9999
"LINESTRING Z (-21.750507563236734 -0.4090824148976511 0, -19.914909486506343 1.922476599644713 0)",299,fracture,0,1,2.9674210583586,,-9999
"LINESTRING Z (-19.914909486506343 1.922476599644713 0, -19.038987444245706 3.0350643494133673 0)",300,fracture,0,1,1.416012332239138,,-9999
"LINESTRING Z (-19.038987444245706 3.0350643494133673 0, -18.24471037686678 4.043947437692833 0)",301,fracture,0,1,1.2840253679660607,,-9999
"LINESTRING Z (-18.24471037686678 4.043947437692833 0, -16.850992106224314 5.814234974405108 0)",302,fracture,0,1,2.2530797989777103,,-9999
"LINESTRING Z (-16.850992106224314 5.814234974405108 0, -15.781922921883945 7.17215636553999 0)",303,fracture,0,1,1.7282532873997016,,-9999
"LINESTRING Z (-15.781922921883945 7.17215636553999 0, -15.206781685039372 7.902695230446943 0)",304,fracture,0,1,0.9297711952188262,,-9999
"LINESTRING Z (-15.206781685039372 7.902695230446943 0, -14.438203675441478 8.878935622814815 0, -14.394896844210491 8.933943543136746 0)",305,fracture,0,1,1.3124900293691006,,-9999
"LINESTRING Z (-14.394896844210491 8.933943543136746 0, -13.250559336095707 10.387470034881842 0)",306,fracture,0,1,1.8499317810890112,,-9999
"LINESTRING Z (-13.250559336095707 10.387470034881842 0, -11.565594563477646 12.527696075966864 0)",307,fracture,0,1,2.723907816337091,,-9999
"LINESTRING Z (-11.565594563477646 12.527696075966864 0, -10.9261592770538 13.339900623998197 0)",308,fracture,0,1,1.033708717853694,,-9999
"LINESTRING Z (-10.9261592770538 13.339900623998197 0, -10.498918513282188 13.882577731138126 0)",309,fracture,0,1,0.69067583774294,,-9999
"LINESTRING Z (-10.498918513282188 13.882577731138126 0, -9.403925739034712 15.273427016730633 0)",310,fracture,0,1,1.7701612669153544,,-9999
"LINESTRING Z (-9.403925739034712 15.273427016730633 0, -8.619541480905767 16.26974435389152 0)",311,fracture,0,1,1.2680326891400946,,-9999
"LINESTRING Z (-8.619541480905767 16.26974435389152 0, -8.087953669259928 16.944962077191494 0)",312,fracture,0,1,0.8593628892085172,,-9999
"LINESTRING Z (-8.087953669259928 16.944962077191494 0, -6.286739228579375 19.232847328070115 0)",313,fracture,0,1,2.9118365995543236,,-9999
"LINESTRING Z (-6.286739228579375 19.232847328070115 0, -5.577378707780347 20.13387023596912 0)",314,fracture,0,1,1.146749592991882,,-9999
"LINESTRING Z (-5.577378707780347 20.13387023596912 0, -4.809916107917808 21.108693845623858 0)",315,fracture,0,1,1.2406771990038585,,-9999
"LINESTRING Z (-4.809916107917808 21.108693845623858 0, -4.2240782929610265 21.852819401124158 0)",316,fracture,0,1,0.9470632438131928,,-9999
"LINESTRING Z (-4.2240782929610265 21.852819401124158 0, -3.8073559395176932 22.38213612467552 0)",317,fracture,0,1,0.6736718145287793,,-9999
"LINESTRING Z (-3.8073559395176932 22.38213612467552 0, -3.80654276817416 22.383169007091563 0, -2.6893152450107225 23.802260656809583 0)",318,fracture,0,1,1.8074204495198742,,-9999
"LINESTRING Z (-2.6893152450107225 23.802260656809583 0, -0.8636138452958775 26.12124900743476 0)",319,fracture,0,1,2.951422126917127,,-9999
"LINESTRING Z (-0.8636138452958775 26.12124900743476 0, 1.6859507489193355 29.35968142254653 0)",320,fracture,0,1,4.121616688548613,,-9999
"LINESTRING Z (1.6859507489193355 29.35968142254653 0, 3.2254474062210647 31.315135263282322 0)",321,fracture,0,1,2.488744599409823,,-9999
"LINESTRING Z (3.2254474062210647 31.315135263282322 0, 4.772310416143981 33.279945774236914 0)",322,fracture,0,1,2.5006530177986366,,-9999
"LINESTRING Z (4.772310416143981 33.279945774236914 0, 5.625602856818752 34.363789621818114 0)",323,fracture,0,1,1.3794294020544606,,-9999
"LINESTRING Z (5.625602856818752 34.363789621818114 0, 6.577157979957813 35.57244578316073 0)",324,fracture,0,1,1.5382804909130405,,-9999
"LINESTRING Z (6.577157979957813 35.57244578316073 0, 6.847215578238529 35.91547034594444 0)",325,fracture,0,1,0.4365741140540798,,-9999
"LINESTRING Z (6.847215578238529 35.91547034594444 0, 7.2641286885021525 36.44502936697343 0)",326,fracture,0,1,0.6739801912985778,,-9999
"LINESTRING Z (7.2641286885021525 36.44502936697343 0, 8.392605339432727 37.87840955053973 0)",327,fracture,0,1,1.8242911780568487,,-9999
"LINESTRING Z (8.392605339432727 37.87840955053973 0, 8.432919349294282 37.92961601795578 0, 8.86923225019259 38.483816466379984 0)",328,fracture,0,1,0.7705133002146693,,-9999
"LINESTRING Z (8.86923225019259 38.483816466379984 0, 9.853759224011332 39.73435315519367 0)",329,fracture,0,1,1.591582662712118,,-9999
"LINESTRING Z (9.853759224011332 39.73435315519367 0, 10.195483201590607 40.16840766337305 0)",330,fracture,0,1,0.5524297176324271,,-9999
"LINESTRING Z (10.195483201590607 40.16840766337305 0, 10.624908315027476 40.71385931043951 0)",331,fracture,0,1,0.6942070493287854,,-9999
"LINESTRING Z (10.624908315027476 40.71385931043951 0, 11.350636662869995 41.63567247475439 0)",332,fracture,0,1,1.1732097616225492,,-9999
"LINESTRING Z (11.350636662869995 41.63567247475439 0, 11.80756170517839 42.21605426686321 0)",333,fracture,0,1,0.7386633325812096,,-9999
"LINESTRING Z (11.80756170517839 42.21605426686321 0, 12.31316045176555 42.858260929798035 0)",334,fracture,0,1,0.8173490628051093,,-9999
"LINESTRING Z (12.31316045176555 42.858260929798035 0, 13.087029066304945 43.84122139765527 0)",335,fracture,0,1,1.2510331386255253,,-9999
"LINESTRING Z (13.087029066304945 43.84122139765527 0, 15.282294576048221 46.629626524812984 0)",336,fracture,0,1,3.5488580996466803,,-9999
"LINESTRING Z (15.282294576048221 46.629626524812984 0, 15.941339028779067 47.466738447203845 0)",337,fracture,0,1,1.065408823543443,,-9999
"LINESTRING Z (15.941339028779067 47.466738447203845 0, 16.574284475252075 48.27069966297627 0)",338,fracture,0,1,1.0232172666043073,,-9999
"LINESTRING Z (16.574284475252075 48.27069966297627 0, 17.103326590218927 48.94268386684983 0)",339,fracture,0,1,0.8552475253774122,,-9999
"LINESTRING Z (17.103326590218927 48.94268386684983 0, 17.32395879544407 49.222928770956145 0)",340,fracture,0,1,0.3566732065351497,,-9999
"LINESTRING Z (17.32395879544407 49.222928770956145 0, 17.778516082712127 49.80030306339578 0)",341,fracture,0,1,0.7348356285446862,,-9999
"LINESTRING Z (17.778516082712127 49.80030306339578 0, 19.371214869443758 51.82333373701107 0)",342,fracture,0,1,2.5747509649759794,,-9999
"LINESTRING Z (19.371214869443758 51.82333373701107 0, 20.40747251403111 53.13957822607137 0)",343,fracture,0,1,1.6752102736514431,,-9999
"LINESTRING Z (20.40747251403111 53.13957822607137 0, 21.601011128481332 54.65559948966009 0)",344,fracture,0,1,1.9294701075261294,,-9999
"LINESTRING Z (21.601011128481332 54.65559948966009 0, 21.781685523436305 54.8850903676439 0)",345,fracture,0,1,0.2920775583130689,,-9999
"LINESTRING Z (21.781685523436305 54.8850903676439 0, 21.854285768489664 54.97730650033546 0)",346,fracture,0,1,0.1173652875018647,,-9999
"LINESTRING Z (21.854285768489664 54.97730650033546 0, 22.28497798707225 55.52436761216564 0)",347,fracture,0,1,0.6962554468185252,,-9999
"LINESTRING Z (22.28497798707225 55.52436761216564 0, 22.466771162202964 55.75527955396354 0)",348,fracture,0,1,0.29388617420522334,,-9999
"LINESTRING Z (22.466771162202964 55.75527955396354 0, 22.63826716976395 55.973112132595936 0)",349,fracture,0,1,0.2772398112158444,,-9999
"LINESTRING Z (22.63826716976395 55.973112132595936 0, 22.822324916876912 56.20690051193548 0)",350,fracture,0,1,0.2975470728918529,,-9999
"LINESTRING Z (22.822324916876912 56.20690051193548 0, 22.986323255819247 56.41520962403264 0)",351,fracture,0,1,0.26511910787144866,,-9999
"LINESTRING Z (22.986323255819247 56.41520962403264 0, 23.30719821831777 56.82278191387017 0)",352,fracture,0,1,0.5187252770029978,,-9999
"LINESTRING Z (23.30719821831777 56.82278191387017 0, 23.647322503367814 57.254804507991516 0)",353,fracture,0,1,0.5498436606092121,,-9999
"LINESTRING Z (23.647322503367814 57.254804507991516 0, 23.72323257355383 57.35122474871873 0)",354,fracture,0,1,0.1227159385635763,,-9999
"LINESTRING Z (23.72323257355383 57.35122474871873 0, 23.791813235207023 57.438335245252695 0)",355,fracture,0,1,0.11086724385130194,,-9999
"LINESTRING Z (23.791813235207023 57.438335245252695 0, 23.793468908499683 57.440438265537786 0, 24.898827942209003 58.844454674152345 0, 24.951396510355067 58.911226763585375 0, 24.953971303862424 58.9144972415232 0)",356,fracture,0,1,1.8787404333154103,,-9999
"LINESTRING Z (24.953971303862424 58.9144972415232 0, 31.873526773424857 67.70365001750632 0)",357,fracture,1,1,11.186127766833488,,-9999
"LINESTRING Z (-55.041603058672365 -47.64387576148708 0, -52.74397879553374 -44.72545553068459 0)",358,fracture,1,1,3.7143308816152274,,-9999
"LINESTRING Z (-52.74397879553374 -44.72545553068459 0, -51.89014616236887 -43.64092553580032 0)",359,fracture,0,1,1.3803026752350125,,-9999
"LINESTRING Z (-51.89014616236887 -43.64092553580032 0, -47.82735300274128 -38.48040475751337 0)",360,fracture,0,1,6.567896387813079,,-9999
"LINESTRING Z (-47.82735300274128 -38.48040475751337 0, -41.48759700880725 -30.42770769651784 0)",361,fracture,0,1,10.24882608003417,,-9999
"LINESTRING Z (-41.48759700880725 -30.42770769651784 0, -39.00542878658335 -27.274881504607013 0)",362,fracture,0,1,4.012663962982331,,-9999
"LINESTRING Z (-39.00542878658335 -27.274881504607013 0, -37.938376761692055 -25.919522289994806 0)",363,fracture,0,1,1.724992354898663,,-9999
"LINESTRING Z (-37.938376761692055 -25.919522289994806 0, -37.85950292200475 -25.819337497765087 0)",364,fracture,0,1,0.12750715737216675,,-9999
"LINESTRING Z (-37.85950292200475 -25.819337497765087 0, -36.948241023185226 -24.66186140224305 0)",365,fracture,0,1,1.4731426135799286,,-9999
"LINESTRING Z (-36.948241023185226 -24.66186140224305 0, -30.582969631582607 -16.576754928643545 0)",366,fracture,0,1,10.290074177487515,,-9999
"LINESTRING Z (-30.582969631582607 -16.576754928643545 0, -28.816571612239173 -14.333093161136219 0)",367,fracture,0,1,2.855552501656117,,-9999
"LINESTRING Z (-28.816571612239173 -14.333093161136219 0, -26.82865539848489 -11.808061114584076 0)",368,fracture,0,1,3.213657995030346,,-9999
"LINESTRING Z (-26.82865539848489 -11.808061114584076 0, -23.17036559324823 -7.1613366048259675 0)",369,fracture,0,1,5.913977761936986,,-9999
